customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_since_last_claim,total_claim_amount,customer_lifetime_value
IB41597,California,Associate,Employed,Female,67575,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,91,27,1401.6100000000001,11014.16
IB59831,Oregon,Associate,Employed,Male,39794,Suburban,Single,Agent,Extended,Corporate,SUV,Small,133,0,1638.4,15512.56
IB67546,California,Bachelor,Medical Leave,Female,23940,Suburban,Married,Call Center,Basic,Personal,SUV,Small,107,13,1513.6,8237.04
IB80924,Washington,High School,Employed,Female,90783,Urban,Divorced,Agent,Basic,Personal,SUV,Small,104,0,1285.75,32864.4
IB81655,California,Bachelor,Employed,Male,50147,Suburban,Single,Branch,Basic,Personal,SUV,Midsize,101,4,1484.8,7695.12
IB87349,California,High School,Employed,Male,70340,Suburban,Married,Agent,Premium,Special,Four-Door Car,Small,113,5,1542.4,4528.5
IC11062,Nevada,High School,Employed,Female,37995,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,139,16,1667.2,5597.12
IC12985,Arizona,Bachelor,Employed,Male,40160,Suburban,Married,Call Center,Premium,Personal,Four-Door Car,Small,118,7,1566.4,4579.61
IC22580,California,Associate,Employed,Male,85339,Urban,Married,Agent,Extended,Personal,Four-Door Car,Small,95,6,1392.75,11533.97
IC32996,Oregon,High School,Employed,Male,69247,Urban,Married,Agent,Basic,Corporate,Two-Door Car,Midsize,61,12,1226.52,4872.77
IC41932,Nevada,Associate,Employed,Male,56718,Suburban,Divorced,Call Center,Basic,Personal,SUV,Midsize,113,7,1542.4,4371.19
IC43478,California,Bachelor,Employed,Male,34923,Suburban,Single,Call Center,Extended,Personal,Two-Door Car,Midsize,98,23,1639.1100000000001,11264.36
IC44995,Oregon,Associate,Employed,Female,75921,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,106,32,1609.6799999999998,4277.56
IC51895,Arizona,Associate,Employed,Female,38873,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,92,6,1599.81,10970.13
IC59236,California,Associate,Employed,Female,44762,Rural,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,62,14,1114.51,4943.39
IC61020,Oregon,High School,Employed,Female,88360,Suburban,Divorced,Call Center,Basic,Personal,Luxury Car,Large,185,2,1929.96,7437.51
IC70693,California,Bachelor,Employed,Female,70140,Suburban,Married,Web,Basic,Corporate,Luxury Car,Midsize,199,25,1955.2,16068.35
IC74050,California,High School,Disabled,Female,23939,Suburban,Married,Call Center,Premium,Personal,SUV,Midsize,160,33,1768,6153.39
IC77855,California,Associate,Employed,Male,40571,Urban,Married,Branch,Basic,Personal,SUV,Midsize,100,19,1361.79,15272.8
IC78105,Arizona,High School,Disabled,Female,26444,Suburban,Married,Branch,Basic,Personal,Luxury Car,Midsize,196,4,1940.8,7744.64
IC80537,California,Associate,Employed,Male,46900,Suburban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,66,13,1316.8,2580.85
IC82877,Arizona,Bachelor,Employed,Male,58092,Urban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,72,7,1202.24,14031.7
IC94434,California,Bachelor,Disabled,Female,23815,Suburban,Married,Call Center,Basic,Corporate,Four-Door Car,Midsize,73,4,1424.33,8257.67
IC94523,California,Associate,Medical Leave,Female,25370,Suburban,Married,Branch,Basic,Personal,Sports Car,Large,102,10,1489.6,11638.9
ID15010,Oregon,Doctoral,Employed,Male,24164,Suburban,Divorced,Agent,Extended,Personal,Sports Car,Midsize,137,2,1657.6,10972.07
ID20929,Oregon,Bachelor,Medical Leave,Male,29926,Suburban,Divorced,Branch,Basic,Corporate,Four-Door Car,Midsize,74,25,1418.23,2756.94
ID21061,Arizona,Master,Employed,Female,84629,Urban,Married,Web,Extended,Personal,Four-Door Car,Large,90,19,1411.67,7291.6
ID39569,Washington,High School,Retired,Male,19382,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,94,31,1676.8,10758.66
ID40186,Oregon,Bachelor,Employed,Female,27778,Suburban,Divorced,Agent,Premium,Personal,Four-Door Car,Large,109,30,1523.2,12904.94
ID58813,California,Bachelor,Employed,Male,38925,Rural,Divorced,Agent,Basic,Personal,Sports Car,Midsize,112,10,1241.3,4363.6
ID89933,Oregon,Doctoral,Employed,Female,39786,Urban,Married,Web,Extended,Personal,Four-Door Car,Midsize,91,2,1365.84,7255.58
IE15348,Washington,High School,Employed,Female,28466,Urban,Married,Agent,Basic,Personal,SUV,Midsize,102,33,1371.8,4067
IE29890,Oregon,High School,Employed,Female,58480,Suburban,Divorced,Branch,Basic,Personal,SUV,Midsize,113,6,1542.4,8861.48
IE36279,California,Bachelor,Employed,Male,80306,Suburban,Divorced,Call Center,Basic,Corporate,Two-Door Car,Midsize,71,11,1340.8,2844.85
IE40701,California,High School,Employed,Male,32807,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,73,10,1350.4,2877.35
IE49043,Nevada,Associate,Disabled,Female,21114,Suburban,Single,Call Center,Basic,Personal,Luxury Car,Midsize,180,7,1864,6698.97
IE57921,California,Bachelor,Medical Leave,Female,13037,Suburban,Married,Agent,Extended,Personal,SUV,Small,124,28,1839.35,4726.87
IE71278,California,Bachelor,Employed,Male,44369,Urban,Divorced,Web,Extended,Personal,Four-Door Car,Midsize,77,7,1362.28,2936.99
IE82679,California,Bachelor,Medical Leave,Male,29735,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,69,3,1331.2,2453.57
IE85867,Arizona,High School,Employed,Female,46587,Suburban,Divorced,Call Center,Premium,Personal,Four-Door Car,Midsize,119,34,1571.2,41787.9
IE97795,California,High School,Employed,Male,39020,Suburban,Married,Agent,Extended,Corporate,Four-Door Car,Small,87,0,1485.01,6878.01
IF18508,California,High School,Employed,Female,70610,Rural,Single,Agent,Extended,Personal,Four-Door Car,Large,99,2,1240.98,7950.57
IF32545,Nevada,Master,Disabled,Female,22886,Suburban,Divorced,Agent,Basic,Corporate,Four-Door Car,Small,65,9,1312,5096.67
IF38438,Arizona,High School,Employed,Female,44695,Rural,Married,Call Center,Extended,Personal,Two-Door Car,Midsize,79,14,1081.17,21522.95
IF58637,California,High School,Employed,Female,22881,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,65,20,1312,2555.85
IF80474,Washington,Associate,Employed,Male,86653,Rural,Married,Call Center,Premium,Personal,Four-Door Car,Midsize,111,14,1277.2,13363.52
IF87079,Arizona,Master,Employed,Female,48927,Rural,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,72,1,1139.35,5801.13
IG56214,Nevada,High School,Disabled,Male,10892,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,66,16,1316.8,5010.45
IG62421,Nevada,Doctoral,Employed,Male,30817,Rural,Divorced,Branch,Extended,Personal,Four-Door Car,Midsize,88,25,1091.83,3436.13
IG68709,Oregon,High School,Employed,Female,41711,Urban,Single,Agent,Extended,Personal,Four-Door Car,Midsize,90,3,1351.29,3498.63
IG80173,California,Master,Employed,Female,36706,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,71,4,1435.6100000000001,2863.31
IG80910,Oregon,High School,Employed,Female,47528,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,77,10,1277.58,3071.78
IG89777,California,High School,Employed,Male,81145,Urban,Married,Call Center,Extended,Corporate,Two-Door Car,Large,92,34,1321.06,7356.56
IG90926,Arizona,Associate,Employed,Female,71551,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,62,10,1297.6,2476.59
IG94072,Oregon,High School,Employed,Female,75425,Suburban,Married,Branch,Extended,Personal,Sports Car,Large,123,3,1823.8,9928.87
IH17933,Washington,Associate,Employed,Male,70088,Urban,Married,Call Center,Basic,Personal,SUV,Large,112,0,1536.48,4462.45
IH18704,California,Master,Disabled,Male,23566,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,112,3,1537.6,4365.26
IH20118,Oregon,High School,Medical Leave,Male,12430,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,73,22,1350.4,5169.5
IH35630,Oregon,High School,Employed,Female,46587,Suburban,Divorced,Call Center,Premium,Personal,Four-Door Car,Midsize,119,34,1571.2,41787.9
IH43245,Nevada,Associate,Employed,Male,52113,Suburban,Divorced,Agent,Extended,Corporate,Four-Door Car,Midsize,97,14,1465.6,7599.9
IH48064,Washington,High School,Employed,Male,68073,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,114,16,1547.2,9080.28
IH54239,California,Master,Employed,Male,62474,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,63,20,1112.12,5089.69
IH62666,California,Bachelor,Employed,Female,33089,Suburban,Married,Web,Basic,Personal,Four-Door Car,Small,61,10,1292.8,7356.38
IH64929,California,High School,Employed,Male,87197,Urban,Single,Branch,Basic,Personal,Two-Door Car,Midsize,63,35,1247.4,4956.25
IH78357,Oregon,Associate,Employed,Female,83392,Rural,Married,Web,Basic,Personal,Four-Door Car,Midsize,71,30,1125.96,5761.32
IH91478,Oregon,Bachelor,Medical Leave,Female,23554,Rural,Married,Agent,Basic,Personal,Two-Door Car,Midsize,61,12,1142.46,4808.96
II16403,California,Associate,Employed,Female,31456,Rural,Single,Branch,Basic,Personal,Luxury SUV,Midsize,199,5,1436.7,7607.98
II20035,Oregon,High School,Medical Leave,Female,26239,Suburban,Married,Web,Basic,Personal,Four-Door Car,Small,65,11,1312,7451.48
II27516,California,High School,Employed,Male,44368,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Large,80,5,1384,6366.23
II32272,California,High School,Disabled,Female,19359,Suburban,Married,Call Center,Extended,Personal,Sports Car,Midsize,129,0,1928.8,25390.55
II37804,Nevada,Bachelor,Employed,Male,39913,Urban,Married,Agent,Basic,Personal,SUV,Small,106,16,1344.77,4198.03
II49996,Arizona,Bachelor,Employed,Male,74015,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Small,72,12,1471.44,5555.83
II62831,California,Master,Employed,Male,94656,Urban,Married,Web,Basic,Special,SUV,Midsize,111,12,1459.74,4479.02
II83628,California,Associate,Employed,Male,41045,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,64,9,1394.58,7396.72
IJ18945,Washington,Associate,Employed,Female,20954,Suburban,Married,Agent,Extended,Special,Four-Door Car,Midsize,78,15,1534.5,3094.32
IJ21010,Arizona,Bachelor,Employed,Female,48567,Suburban,Single,Agent,Extended,Personal,SUV,Midsize,130,12,1624,5015.01
IJ25462,California,Bachelor,Employed,Male,86631,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,73,7,1400.83,2845.52
IJ26642,Nevada,Bachelor,Employed,Female,35625,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,65,10,1288.57,5107.16
IJ28717,Oregon,Associate,Employed,Male,31503,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,105,17,1504,32098.32
IJ40048,California,Bachelor,Employed,Male,28695,Urban,Single,Branch,Basic,Corporate,Four-Door Car,Midsize,64,17,1221.24,4978.95
IJ50779,Washington,High School,Medical Leave,Male,17101,Suburban,Single,Call Center,Basic,Personal,SUV,Midsize,113,1,1542.4,12298.69
IJ52285,Arizona,Master,Employed,Female,43579,Suburban,Single,Agent,Extended,Personal,Two-Door Car,Small,77,12,1452.1,6135.08
IJ74908,Nevada,Bachelor,Employed,Male,20705,Rural,Divorced,Call Center,Premium,Personal,SUV,Midsize,171,8,1237.26,13115.41
IK12576,Oregon,Bachelor,Employed,Female,95647,Suburban,Single,Agent,Premium,Personal,Two-Door Car,Midsize,106,11,1508.8,4233.57
IK12620,Arizona,High School,Disabled,Female,12160,Urban,Married,Agent,Premium,Personal,Four-Door Car,Midsize,109,5,1489.41,4213.92
IK44574,California,Bachelor,Employed,Male,28483,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,72,18,1345.6,5608.82
IK51081,California,Associate,Employed,Female,38713,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,66,31,1316.8,4834.71
IK60267,Nevada,Bachelor,Employed,Female,24967,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,69,6,1331.2,2730.97
IK64989,Washington,Bachelor,Retired,Male,17622,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,65,1,1312,4458.11
IK66117,California,High School,Medical Leave,Male,21827,Suburban,Married,Branch,Basic,Special,Four-Door Car,Midsize,67,18,1321.6,4969.36
IK74329,Arizona,High School,Medical Leave,Female,13164,Rural,Single,Agent,Basic,Personal,Two-Door Car,Midsize,70,0,1075.39,18061.92
IK82336,Oregon,Associate,Employed,Female,39018,Suburban,Married,Branch,Basic,Personal,SUV,Small,117,11,1561.6,14014.1
IK92617,Oregon,Bachelor,Employed,Female,97830,Urban,Married,Agent,Extended,Personal,Four-Door Car,Small,96,3,1298.3600000000001,11628.73
IK96366,California,Associate,Employed,Male,36918,Suburban,Divorced,Branch,Extended,Personal,Two-Door Car,Midsize,76,28,1364.8,5551.4
IL12516,Oregon,Bachelor,Medical Leave,Female,15514,Suburban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,74,20,1355.2,2789.75
IL19217,California,Bachelor,Employed,Female,60021,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Small,99,12,1882.87,3939.01
IL23615,Oregon,Associate,Employed,Male,74770,Suburban,Single,Branch,Extended,Personal,Four-Door Car,Large,86,23,1412.8,3350.24
IL25109,Nevada,High School,Employed,Male,39007,Suburban,Married,Branch,Premium,Personal,Two-Door Car,Large,105,29,2023.8400000000001,12521.42
IL28481,Oregon,Bachelor,Employed,Male,63243,Urban,Married,Call Center,Extended,Personal,Four-Door Car,Large,77,21,1364.24,6112.76
IL40123,Nevada,Associate,Employed,Female,83640,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Midsize,70,20,1471.05,5689.64
IL42365,Arizona,High School,Employed,Female,51962,Suburban,Married,Branch,Extended,Personal,Sports Car,Midsize,125,8,1788.21,4804.36
IL43607,California,High School,Employed,Female,64519,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,69,6,1331.2,2742.84
IL47644,Oregon,High School,Employed,Female,48736,Urban,Married,Call Center,Basic,Personal,SUV,Midsize,111,14,1285.85,8860.65
IL66569,California,Associate,Employed,Male,83689,Urban,Single,Call Center,Basic,Corporate,Four-Door Car,Midsize,70,21,1307.1399999999999,5384.43
IL67915,Arizona,Associate,Employed,Female,50117,Urban,Single,Branch,Premium,Corporate,Four-Door Car,Midsize,107,13,1462.65,8542.22
IL72707,California,Bachelor,Employed,Female,25820,Suburban,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,82,10,1393.6,3265.16
IL83479,Oregon,Associate,Employed,Female,42983,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,86,28,1412.8,3483.63
IM14119,Arizona,Bachelor,Employed,Female,84495,Suburban,Married,Branch,Basic,Special,Two-Door Car,Small,63,15,1302.4,2542.06
IM15403,California,Associate,Employed,Male,44980,Urban,Divorced,Agent,Extended,Corporate,Two-Door Car,Midsize,81,2,1333.48,9368.27
IM15816,Oregon,High School,Employed,Female,79440,Urban,Divorced,Web,Basic,Personal,SUV,Midsize,117,11,1500.6399999999999,9403.96
IM30965,Oregon,High School,Employed,Male,71868,Suburban,Single,Agent,Basic,Corporate,Four-Door Car,Small,65,6,1312,2545.07
IM41800,Nevada,Associate,Employed,Male,95419,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,70,6,1336,8268.27
IM55696,California,High School,Employed,Female,24031,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,66,32,1316.8,5264.43
IM90123,California,Bachelor,Employed,Female,59797,Suburban,Married,Call Center,Extended,Personal,SUV,Midsize,127,4,1609.6,15261.41
IM98086,California,Associate,Employed,Male,62873,Urban,Divorced,Call Center,Extended,Personal,Four-Door Car,Midsize,81,0,1207.75,3230.58
IN10489,Nevada,Master,Employed,Female,78772,Rural,Married,Branch,Basic,Personal,Four-Door Car,Small,62,9,1086.27,5024.78
IN15077,California,High School,Employed,Male,99874,Urban,Married,Call Center,Basic,Corporate,Sports Car,Midsize,119,7,1307.6399999999999,4807.85
IN26765,Oregon,Associate,Employed,Male,62912,Rural,Married,Branch,Basic,Personal,Two-Door Car,Midsize,69,9,1168.3600000000001,8271.91
IN28584,California,Bachelor,Employed,Female,83547,Rural,Married,Call Center,Extended,Personal,SUV,Midsize,137,6,1075.66,16501.07
IN41344,Washington,Associate,Employed,Male,24049,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,74,34,1491.45,2907.36
IN52645,Oregon,High School,Employed,Female,64371,Suburban,Married,Web,Premium,Personal,SUV,Small,181,4,1868.8,7344.84
IN57582,California,Associate,Medical Leave,Female,25125,Suburban,Single,Agent,Extended,Corporate,Four-Door Car,Midsize,81,12,1583.2,5970.82
IN64985,Nevada,Associate,Employed,Female,34112,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Small,77,32,1369.6,6140.24
IN65727,Washington,Master,Employed,Female,63684,Suburban,Single,Agent,Basic,Personal,Two-Door Car,Midsize,68,6,1343.8899999999999,2693.53
IN67175,California,Associate,Employed,Female,52389,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,72,29,1345.6,5659.14
IN77241,Washington,Bachelor,Employed,Male,65978,Urban,Married,Branch,Basic,Corporate,Two-Door Car,Midsize,67,3,1251.8,5394.7
IN91592,California,Bachelor,Employed,Female,73858,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,72,8,1422.59,2810.67
IN95983,California,Associate,Employed,Female,32517,Suburban,Single,Branch,Extended,Special,Four-Door Car,Small,94,11,1451.2,6798.27
IO14680,Oregon,Bachelor,Employed,Male,82664,Rural,Married,Agent,Basic,Corporate,SUV,Midsize,114,24,1133.43,8838.09
IO27771,Oregon,Associate,Employed,Female,89382,Suburban,Married,Branch,Premium,Corporate,Four-Door Car,Small,112,2,1573.99,9036.66
IO33050,Oregon,High School,Employed,Female,40169,Urban,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,65,1,1302.82,5119.41
IO63361,Arizona,Associate,Employed,Male,52819,Rural,Divorced,Branch,Extended,Personal,SUV,Midsize,124,16,1282.5,4880.71
IO73222,Washington,Bachelor,Disabled,Female,22555,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,70,1,1336,5407.75
IO89174,Oregon,Bachelor,Employed,Female,56680,Suburban,Single,Branch,Basic,Personal,SUV,Midsize,100,9,1480,7688.02
IP52990,Oregon,High School,Employed,Female,38399,Urban,Married,Web,Basic,Personal,SUV,Midsize,106,12,1368.8899999999999,16794.31
IP65887,Oregon,Bachelor,Employed,Female,71644,Suburban,Married,Call Center,Basic,Corporate,SUV,Midsize,105,19,1504,38410.6
IP66913,California,High School,Employed,Male,78108,Suburban,Single,Agent,Extended,Personal,Two-Door Car,Small,98,12,1470.4,3886.65
IP69763,Washington,Associate,Employed,Female,77311,Rural,Married,Agent,Premium,Personal,SUV,Midsize,181,18,1113.61,21914.41
IP77666,Nevada,Bachelor,Employed,Female,72540,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Midsize,88,7,1631.74,10656.88
IP81759,Nevada,High School,Employed,Male,60613,Suburban,Single,Call Center,Extended,Personal,Luxury Car,Small,240,3,2152,9366.82
IP84574,Oregon,Associate,Employed,Female,54840,Suburban,Single,Branch,Basic,Corporate,Four-Door Car,Small,72,18,1468.73,8193.09
IP93821,California,High School,Retired,Female,25147,Suburban,Single,Agent,Basic,Personal,SUV,Midsize,101,7,1694.6,3600.93
IP94270,Arizona,Master,Disabled,Female,16181,Suburban,Divorced,Web,Premium,Personal,SUV,Midsize,181,22,2261.3199999999997,13736.13
IQ15028,Arizona,Bachelor,Medical Leave,Female,24152,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Large,72,17,1345.6,2661.73
IQ24777,Nevada,Bachelor,Employed,Male,71391,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,67,29,1284,8044.87
IQ30108,Oregon,High School,Employed,Male,67591,Urban,Married,Agent,Extended,Special,Four-Door Car,Midsize,77,2,1198.08,3087.43
IQ37561,Arizona,High School,Employed,Female,52823,Rural,Married,Branch,Extended,Personal,Two-Door Car,Midsize,95,7,1125.77,7590.96
IQ63581,California,Master,Employed,Female,40215,Rural,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,64,11,1098.48,5066.83
IQ73438,California,Bachelor,Employed,Male,74015,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Small,72,12,1471.44,5555.83
IQ82914,Oregon,Master,Employed,Female,60415,Rural,Divorced,Branch,Basic,Personal,Two-Door Car,Small,62,10,1072.67,4983.46
IQ95180,Oregon,Bachelor,Employed,Male,44634,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,71,16,1396.04,5651.4
IR29181,California,High School,Employed,Male,45262,Suburban,Married,Branch,Premium,Corporate,Four-Door Car,Small,117,25,1842.4,9336.12
IR45546,Oregon,Bachelor,Employed,Female,37518,Urban,Married,Branch,Extended,Special,Sports Car,Midsize,131,35,1472.85,10529.85
IR50609,Arizona,Bachelor,Employed,Male,75007,Suburban,Divorced,Agent,Premium,Personal,Four-Door Car,Midsize,101,1,1668.77,3985.55
IR57729,California,High School,Employed,Male,46593,Rural,Married,Agent,Basic,Corporate,Two-Door Car,Midsize,70,3,1129.15,16547.64
IR58695,Oregon,High School,Employed,Male,40352,Suburban,Married,Web,Extended,Corporate,Four-Door Car,Small,77,31,1406.37,6188.38
IR62668,Arizona,Bachelor,Employed,Female,31546,Rural,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,65,4,1100.05,5085.84
IR62720,Nevada,Bachelor,Disabled,Male,25259,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,87,18,1417.6,6842.58
IR74017,Oregon,Associate,Employed,Female,32116,Rural,Married,Call Center,Extended,Personal,SUV,Midsize,132,10,1277.35,5320.61
IS12901,Arizona,Bachelor,Employed,Female,90972,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,74,3,1232.93,5968.12
IS21172,Oregon,Bachelor,Medical Leave,Female,13037,Suburban,Married,Agent,Extended,Personal,SUV,Small,124,28,1839.35,4726.87
IS45756,Arizona,Associate,Employed,Female,48938,Suburban,Divorced,Call Center,Extended,Personal,SUV,Large,121,23,1580.8,4756.91
IS48950,California,Associate,Employed,Male,87544,Suburban,Married,Branch,Basic,Corporate,SUV,Small,109,28,1523.2,8685.92
IS50283,California,Bachelor,Employed,Female,27048,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,72,5,1345.6,5697.18
IS53899,Nevada,Associate,Employed,Female,94652,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,86,18,1412.8,6992.53
IS55638,California,Associate,Employed,Female,29932,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,64,34,1319.71,15503.72
IS58493,Oregon,Master,Employed,Male,40774,Urban,Married,Agent,Basic,Personal,Sports Car,Midsize,110,28,1394.97,4369.7
IS58553,Oregon,High School,Employed,Female,22448,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,126,20,1604.8,15173.97
IS63817,California,Associate,Employed,Male,20396,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,76,15,1364.8,6047.03
IS63925,Arizona,Associate,Retired,Female,21073,Suburban,Divorced,Agent,Basic,Personal,SUV,Small,106,25,1508.8,7805.31
IS73434,Arizona,Bachelor,Employed,Female,45892,Suburban,Married,Agent,Extended,Corporate,Four-Door Car,Midsize,81,1,1388.8,3219.15
IS75141,Oregon,High School,Employed,Female,44162,Rural,Married,Agent,Basic,Personal,Two-Door Car,Midsize,71,27,1160.83,5645.51
IS79761,Oregon,High School,Employed,Male,38651,Suburban,Single,Branch,Extended,Personal,Two-Door Car,Midsize,98,12,1470.4,3815.85
IS85460,California,High School,Employed,Female,48993,Suburban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,74,6,1810.46,5956.55
IS94199,California,High School,Disabled,Female,11904,Suburban,Single,Web,Basic,Personal,Two-Door Car,Small,61,34,1292.8,4254.62
IS95117,Arizona,Associate,Employed,Female,35301,Rural,Married,Agent,Basic,Personal,Four-Door Car,Midsize,74,23,1128.6399999999999,5874.82
IS95398,Nevada,Bachelor,Employed,Female,76352,Urban,Single,Agent,Basic,Personal,SUV,Small,109,17,1501.84,8444.84
IT11766,California,Bachelor,Employed,Female,61896,Urban,Married,Call Center,Basic,Personal,SUV,Midsize,104,25,1461.31,4148.57
IT78748,Oregon,High School,Disabled,Female,22081,Suburban,Married,Agent,Extended,Special,Two-Door Car,Small,84,1,1451.67,6503.4
IU14618,Oregon,High School,Employed,Male,81082,Urban,Married,Agent,Basic,Personal,Four-Door Car,Large,73,5,1281.3,5838.9
IU17657,California,Bachelor,Disabled,Male,22000,Suburban,Married,Web,Basic,Personal,Two-Door Car,Midsize,69,27,1383.22,2616.41
IU32539,California,Bachelor,Employed,Female,50886,Suburban,Single,Branch,Extended,Personal,Two-Door Car,Midsize,95,25,1620.1,7282.22
IU54219,Oregon,Master,Retired,Female,19614,Suburban,Married,Agent,Extended,Special,Two-Door Car,Midsize,85,21,1574.02,16301.97
IU62399,California,Bachelor,Employed,Female,36889,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,74,24,1192.19,5860.48
IU71285,California,Bachelor,Employed,Female,33786,Rural,Divorced,Call Center,Extended,Personal,Two-Door Car,Large,89,15,1075.11,6889.52
IU95336,Arizona,High School,Employed,Male,24350,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,73,6,1350.4,2823.5
IU96845,Arizona,Associate,Employed,Male,32390,Rural,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,80,20,1091.42,6285.48
IV35546,Nevada,Master,Employed,Female,45820,Urban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,71,4,1249.74,5741.7
IV37346,Oregon,Associate,Employed,Female,52497,Suburban,Divorced,Agent,Basic,Corporate,Two-Door Car,Small,63,22,1302.4,7412.03
IV54766,Oregon,Master,Employed,Female,22705,Suburban,Divorced,Agent,Extended,Personal,Luxury SUV,Midsize,239,19,2294.7,19160.99
IV60781,California,Doctoral,Employed,Female,37384,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,99,9,1475.2,4014.45
IV84135,California,Associate,Employed,Female,75638,Rural,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,83,6,1108.7,9429.08
IV94496,Nevada,High School,Employed,Male,51504,Suburban,Single,Agent,Extended,Personal,Luxury SUV,Midsize,220,30,3552.34,43217.22
IV98398,California,Bachelor,Employed,Male,81955,Suburban,Married,Web,Extended,Corporate,SUV,Midsize,126,3,1720.05,15320.37
IW21434,Oregon,Bachelor,Employed,Female,44940,Urban,Single,Agent,Basic,Corporate,Four-Door Car,Midsize,65,1,1284.49,2570.43
IW31117,California,Doctoral,Employed,Male,21142,Rural,Single,Agent,Basic,Personal,Two-Door Car,Large,71,16,1079.29,5620.59
IW54795,California,Associate,Medical Leave,Male,23748,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Large,99,0,1607.1,10952.13
IW56740,Oregon,High School,Medical Leave,Male,23402,Suburban,Divorced,Agent,Extended,Personal,Two-Door Car,Midsize,82,3,1393.6,15519.67
IW70308,Oregon,Bachelor,Disabled,Female,23815,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,73,4,1424.33,8257.67
IW71076,California,Bachelor,Employed,Male,75248,Rural,Married,Agent,Basic,Corporate,Four-Door Car,Large,63,13,1104.45,5011.26
