movie_title,title_year,main_genre,duration,content_rating,Rate,imdb_score,budget,Profit,num_critic_for_reviews,num_user_for_reviews,num_voted_users,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes
Get Smart,2008,Action,110.0,PG-13,Average,6.5,80000000,50313314,265.0,380.0,168172,0,88,13000,12000.0
Swordfish,2001,Action,99.0,R,Average,6.5,80000000,-10227031,166.0,543.0,155532,0,57,20000,3000.0
Just Go with It,2011,Comedy,117.0,PG-13,Average,6.4,80000000,23028109,204.0,203.0,172878,19000,221,11000,3000.0
Space Jam,1996,Adventure,88.0,PG,Average,6.3,80000000,10443603,46.0,123.0,112167,0,30,13000,967.0
Surrogates,2009,Action,89.0,PG-13,Average,6.3,80000000,-41457582,258.0,252.0,151424,0,84,13000,1000.0
Bedtime Stories,2008,Comedy,99.0,PG,Average,6.1,80000000,29993847,144.0,116.0,72326,0,163,11000,869.0
The Postman,1997,Action,177.0,R,Average,6.0,80000000,-62406609,79.0,376.0,56403,0,0,766,674.0
The Time Machine,2002,Action,96.0,PG-13,Average,5.9,80000000,-23315181,124.0,615.0,103787,3000,25,891,639.0
The Invasion,2007,Sci-Fi,99.0,PG-13,Average,5.9,80000000,-64928486,232.0,273.0,65037,0,101,1000,422.0
Daylight,1996,Action,114.0,PG-13,Average,5.8,80000000,-47114435,61.0,101.0,53132,0,357,13000,10000.0
Nine,2009,Drama,118.0,PG-13,Average,5.8,80000000,-60326576,205.0,232.0,37446,0,252,529,48.0
Timeline,2003,Action,116.0,PG-13,Average,5.6,80000000,-60519261,123.0,457.0,53057,0,503,23000,18000.0
The Day the Earth Stood Still,2008,Drama,104.0,PG-13,Average,5.5,80000000,-636215,276.0,698.0,139426,0,301,18000,4000.0
Grown Ups 2,2013,Comedy,101.0,PG-13,Average,5.4,80000000,53668525,139.0,255.0,107817,14000,221,12000,11000.0
Little Nicky,2000,Comedy,90.0,PG-13,Average,5.3,80000000,-40557129,87.0,237.0,80639,0,65,11000,11000.0
Love & Basketball,2000,Drama,124.0,PG-13,High,7.2,15000000,12441122,68.0,116.0,14322,0,107,1000,886.0
Flubber,1997,Comedy,90.0,PG,Average,5.2,80000000,12969824,53.0,64.0,63625,0,10,49000,570.0
Zookeeper,2011,Comedy,102.0,PG,Average,5.2,80000000,360866,178.0,127.0,44662,0,153,3000,1000.0
10 Things I Hate About You,1999,Comedy,97.0,PG-13,High,7.2,16000000,22176108,133.0,549.0,222099,10000,19,23000,13000.0
Lost in Space,1998,Action,130.0,PG-13,Average,5.1,80000000,-10897090,102.0,370.0,58402,0,81,10000,882.0
The Haunting,1999,Fantasy,113.0,PG-13,Average,4.9,80000000,11188905,167.0,805.0,58184,0,101,14000,960.0
Yogi Bear,2010,Adventure,80.0,PG,Average,4.6,80000000,20169068,143.0,100.0,16385,0,40,3000,642.0
Journey 2: The Mysterious Island,2012,Action,94.0,PG,Average,5.8,79000000,24812241,178.0,133.0,67296,0,62,14000,12000.0
Jack and Jill,2011,Comedy,91.0,PG,Average,3.4,79000000,-4841843,156.0,264.0,60370,0,221,14000,11000.0
Cloudy with a Chance of Meatballs 2,2013,Animation,95.0,PG,Average,6.5,78000000,41793567,169.0,85.0,64387,15000,18,622,161.0
The League of Extraordinary Gentlemen,2003,Action,110.0,PG-13,Average,5.8,78000000,-11537400,202.0,786.0,141533,0,45,1000,872.0
Children of Men,2006,Drama,109.0,R,High,7.9,76000000,-40713572,372.0,1206.0,361767,17000,0,16000,430.0
Despicable Me 2,2013,Animation,98.0,PG,High,7.5,76000000,292049635,306.0,284.0,286877,56000,275,7000,2000.0
2 Fast 2 Furious,2003,Action,107.0,PG-13,Average,5.9,76000000,51083765,150.0,370.0,191912,0,309,23000,787.0
The Adventures of Rocky & Bullwinkle,2000,Adventure,92.0,PG,Average,4.1,76000000,-49999390,49.0,197.0,16611,413,5,22000,1000.0
X-Men,2000,Action,104.0,PG-13,High,7.4,75000000,82299717,290.0,1401.0,452928,0,0,20000,764.0
The Rock,1996,Action,136.0,R,High,7.4,75000000,59006721,122.0,415.0,259492,51000,0,12000,2000.0
Now You See Me,2013,Crime,125.0,PG-13,High,7.3,75000000,42698894,384.0,629.0,447979,105000,255,11000,988.0
The Man from U.N.C.L.E.,2015,Action,116.0,PG-13,High,7.3,75000000,-29565557,362.0,360.0,175960,43000,0,15000,509.0
Charlie Wilson's War,2007,Biography,102.0,R,High,7.1,75000000,-8363615,269.0,289.0,88451,0,0,22000,15000.0
Independence Day,1996,Action,154.0,PG-13,High,6.9,75000000,231124059,185.0,856.0,430055,16000,776,10000,2000.0
Madagascar,2005,Adventure,86.0,PG,High,6.9,75000000,118136719,181.0,385.0,266636,0,35,851,436.0
50 First Dates,2004,Comedy,99.0,PG-13,High,6.8,75000000,45776832,147.0,456.0,266103,11000,88,11000,427.0
Wanted,2008,Action,110.0,R,High,6.7,75000000,59568845,316.0,713.0,299852,0,335,11000,11000.0
Hairspray,2007,Comedy,117.0,PG,High,6.7,75000000,43823091,219.0,401.0,98693,0,163,719,339.0
Anna and the King,1999,Drama,148.0,PG-13,High,6.7,75000000,-35748872,91.0,217.0,31080,0,72,582,103.0
Monster House,2006,Animation,91.0,PG,Average,6.6,75000000,-1338990,190.0,229.0,71137,0,27,12000,970.0
Titan A.E.,2000,Action,94.0,PG,Average,6.6,75000000,-52248021,131.0,377.0,52244,0,383,13000,1000.0
Immortals,2011,Action,110.0,R,Average,6.1,75000000,8503161,284.0,405.0,138190,30000,763,15000,1000.0
Shark Tale,2004,Adventure,90.0,PG,Average,6.0,75000000,85762022,143.0,288.0,132415,0,10,22000,17000.0
Vertical Limit,2000,Action,124.0,PG-13,Average,5.9,75000000,-6526640,134.0,379.0,49536,0,258,867,826.0
Killers,2010,Action,100.0,PG-13,Average,5.4,75000000,-27999515,140.0,120.0,72867,0,126,19000,1000.0
Hollywood Homicide,2003,Action,116.0,PG-13,Average,5.3,75000000,-44986654,132.0,254.0,31293,648,41,11000,981.0
Monkeybone,2001,Animation,93.0,PG-13,Average,4.7,75000000,-69590483,74.0,171.0,14280,683,253,3000,889.0
Inspector Gadget,1999,Action,110.0,PG,Average,4.1,75000000,22360069,70.0,231.0,36491,509,16,2000,710.0
Minions,2015,Action,91.0,PG,Average,6.4,74000000,262029560,308.0,275.0,142403,70000,22,7000,4000.0
The SpongeBob Movie: Sponge Out of Water,2015,Adventure,92.0,PG,Average,6.0,74000000,88495848,147.0,133.0,34359,16000,5,870,861.0
Talladega Nights: The Ballad of Ricky Bobby,2006,Action,122.0,PG-13,Average,6.6,73000000,75213377,164.0,437.0,130776,0,285,8000,1000.0
The Angry Birds Movie,2016,Action,97.0,PG,Average,6.3,73000000,34225164,141.0,126.0,27130,14000,6,22000,1000.0
Braveheart,1995,Biography,178.0,R,High,8.4,72000000,3600000,132.0,1065.0,736638,17000,0,906,466.0
The Majestic,2001,Drama,152.0,PG,High,6.9,72000000,-44203958,128.0,376.0,45031,0,0,940,826.0
Driven,2001,Action,116.0,PG-13,Average,4.5,72000000,-39383131,109.0,346.0,34435,886,212,13000,658.0
Doctor Dolittle,1998,Comedy,85.0,PG-13,Average,5.3,71500000,72656464,73.0,98.0,74343,694,84,1000,1000.0
Big Fish,2003,Adventure,125.0,PG-13,High,8.0,70000000,-3742998,235.0,816.0,350698,26000,13000,12000,1000.0
Die Hard 2,1990,Action,124.0,R,High,7.1,70000000,47541000,142.0,316.0,269858,0,212,13000,982.0
Seven Years in Tibet,1997,Adventure,136.0,PG-13,High,7.0,70000000,-32098491,76.0,119.0,96385,0,218,11000,691.0
Hook,1991,Adventure,142.0,PG,High,6.7,70000000,49654900,75.0,363.0,182802,13000,14000,49000,8000.0
Olympus Has Fallen,2013,Action,119.0,R,Average,6.5,70000000,28895417,358.0,698.0,203154,45000,845,18000,11000.0
Underworld: Awakening,2012,Action,88.0,R,Average,6.4,70000000,-7678961,242.0,271.0,117096,24000,24,5000,327.0
Dracula Untold,2014,Action,92.0,PG-13,Average,6.3,70000000,-14057170,261.0,423.0,138582,37000,28,3000,692.0
The Siege,1998,Action,116.0,R,Average,6.3,70000000,-29067628,120.0,281.0,58023,0,380,18000,13000.0
Wolf,1994,Drama,125.0,R,Average,6.2,70000000,-4988000,59.0,137.0,43559,0,0,443,277.0
Osmosis Jones,2001,Action,95.0,PG,Average,6.2,70000000,-56403089,81.0,123.0,25572,2000,101,2000,509.0
The Monuments Men,2014,Drama,118.0,PG-13,Average,6.1,70000000,8031620,371.0,403.0,102248,34000,0,13000,13000.0
Sky Captain and the World of Tomorrow,2004,Action,106.0,PG,Average,6.1,70000000,-32239920,197.0,618.0,72868,0,14,11000,1000.0
xXx,2002,Action,132.0,PG-13,Average,5.8,70000000,71204016,191.0,737.0,142569,10000,357,14000,223.0
Hard Rain,1998,Action,97.0,R,Average,5.8,70000000,-50180506,79.0,126.0,26893,815,13,11000,893.0
Bad Company,2002,Action,116.0,PG-13,Average,5.6,70000000,-39842984,128.0,189.0,39659,792,541,12000,405.0
Runaway Bride,1999,Comedy,116.0,PG,Average,5.5,70000000,82149590,103.0,255.0,74274,0,0,8000,3000.0
A.I. Artificial Intelligence,2001,Adventure,146.0,PG-13,High,7.1,100000000,-21383311,281.0,2153.0,238747,11000,14000,3000,882.0
I Spy,2002,Action,97.0,PG-13,Average,5.4,70000000,-36894400,105.0,141.0,41663,531,84,989,229.0
Blackhat,2015,Action,133.0,R,Average,5.4,70000000,-62902875,261.0,207.0,38983,11000,0,26000,326.0
The Dilemma,2011,Comedy,111.0,PG-13,Average,5.3,70000000,-21569645,185.0,141.0,43709,0,2000,17000,1000.0
The Legend of Hercules,2014,Action,99.0,PG-13,Average,4.2,70000000,-51178721,156.0,202.0,44891,12000,212,576,358.0
Ballistic: Ecks vs. Sever,2002,Action,91.0,R,Average,3.6,70000000,-55705158,92.0,277.0,16761,391,8,349,324.0
Rollerball,2002,Action,98.0,R,Low,3.0,70000000,-51009458,151.0,289.0,22264,584,323,1000,841.0
Despicable Me,2010,Animation,87.0,PG,High,7.7,69000000,182501645,304.0,296.0,385943,31000,275,7000,2000.0
Dinner for Schmucks,2010,Comedy,114.0,PG-13,Average,5.9,69000000,3980108,190.0,264.0,80338,0,116,7000,1000.0
The Insider,1999,Biography,157.0,R,High,7.9,68000000,-39034803,209.0,521.0,133526,0,0,14000,826.0
The Score,2001,Crime,124.0,R,High,6.8,68000000,3069884,141.0,445.0,101899,0,0,22000,10000.0
The Sum of All Fears,2002,Action,124.0,PG-13,Average,6.4,68000000,50471320,176.0,568.0,86504,0,31,11000,655.0
Ted 2,2015,Comedy,125.0,R,Average,6.4,68000000,13257500,280.0,229.0,117739,30000,3000,14000,11000.0
Money Train,1995,Action,105.0,R,Average,5.6,68000000,-32675768,40.0,62.0,32224,617,29,584,220.0
Dreamcatcher,2003,Drama,136.0,R,Average,5.5,68000000,-34314732,175.0,662.0,75573,4000,759,11000,599.0
The Twilight Saga: Eclipse,2010,Adventure,124.0,PG-13,Average,4.9,68000000,232523113,293.0,498.0,184637,29000,171,21000,17000.0
Need for Speed,2014,Action,132.0,PG-13,Average,6.5,66000000,-22431493,327.0,346.0,136954,32000,76,3000,3000.0
Entrapment,1999,Action,113.0,PG-13,Average,6.2,66000000,21704396,138.0,274.0,88132,0,36,537,427.0
Lincoln,2012,Biography,150.0,PG-13,High,7.4,65000000,117204440,538.0,720.0,197412,71000,14000,23000,826.0
We Are Marshall,2006,Drama,131.0,PG,High,7.1,65000000,-21467706,96.0,175.0,46951,0,368,11000,529.0
Step Brothers,2008,Comedy,106.0,R,High,6.9,65000000,35468793,173.0,277.0,212499,0,285,8000,3000.0
The Mask of Zorro,1998,Action,136.0,PG-13,High,6.7,65000000,28771072,156.0,318.0,135404,0,258,12000,174.0
The Long Kiss Goodnight,1996,Action,121.0,R,High,6.7,65000000,-31671949,94.0,285.0,60508,4000,212,394,380.0
Due Date,2010,Comedy,95.0,R,Average,6.6,65000000,35448498,307.0,285.0,272789,25000,480,21000,561.0
You've Got Mail,1998,Comedy,119.0,PG,Average,6.5,65000000,50731542,153.0,556.0,151812,0,0,15000,793.0
Sin City: A Dame to Kill For,2014,Action,102.0,R,Average,6.5,65000000,-51249444,339.0,239.0,111102,32000,436,23000,13000.0
Space Cowboys,2000,Action,130.0,PG-13,Average,6.4,65000000,25454043,169.0,326.0,60165,0,16000,16000,495.0
Mona Lisa Smile,2003,Drama,117.0,PG-13,Average,6.4,65000000,-1304240,141.0,264.0,61490,0,179,8000,4000.0
The Dictator,2012,Comedy,99.0,R,Average,6.4,65000000,-5382932,313.0,310.0,213863,59000,119,600,346.0
This Means War,2012,Action,103.0,PG-13,Average,6.3,65000000,-10241539,241.0,238.0,147641,18000,368,27000,1000.0
Proof of Life,2000,Action,135.0,R,Average,6.2,65000000,-32401069,134.0,265.0,49300,892,138,324,192.0
Blade: Trinity,2004,Action,122.0,R,Average,5.9,65000000,-12602611,185.0,514.0,132954,0,687,16000,1000.0
Annie,2014,Comedy,118.0,PG,Average,5.2,65000000,20911262,176.0,213.0,24735,16000,87,2000,1000.0
Random Hearts,1999,Drama,133.0,R,Average,5.1,64000000,-32945076,96.0,290.0,17025,295,521,11000,1000.0
Jurassic Park,1993,Adventure,127.0,PG-13,High,8.1,63000000,293784000,308.0,895.0,613473,19000,14000,967,610.0
Wyatt Earp,1994,Adventure,212.0,PG-13,Average,6.6,63000000,-37948000,40.0,145.0,35314,0,759,2000,925.0
Austin Powers in Goldmember,2002,Action,94.0,PG-13,Average,6.2,63000000,150079163,194.0,795.0,162909,0,116,645,522.0
The 40-Year-Old Virgin,2005,Comedy,133.0,R,High,7.1,26000000,83243478,217.0,546.0,313797,0,0,7000,966.0
Hop,2011,Adventure,95.0,PG,Average,5.5,63000000,45012170,156.0,82.0,24089,0,25,989,664.0
Clear and Present Danger,1994,Action,141.0,PG-13,High,6.9,62000000,60012710,42.0,133.0,69663,0,176,11000,913.0
Lords of Dogtown,2005,Biography,107.0,PG-13,High,7.1,25000000,-13991568,119.0,194.0,43903,5000,308,13000,947.0
The American President,1995,Comedy,114.0,PG-13,High,6.8,62000000,3000000,75.0,214.0,43027,0,0,524,517.0
The Love Guru,2008,Comedy,87.0,PG-13,Average,3.8,62000000,-29821223,150.0,250.0,43300,0,12,3000,966.0
Gone Girl,2014,Crime,149.0,R,High,8.1,61000000,106735396,568.0,1127.0,569841,146000,21000,835,812.0
2 Guns,2013,Action,109.0,R,High,6.7,61000000,14573300,265.0,172.0,156898,22000,175,18000,497.0
Blades of Glory,2007,Comedy,93.0,PG-13,Average,6.3,61000000,57153533,191.0,246.0,129995,0,8,8000,1000.0
The Green Mile,1999,Crime,189.0,R,High,8.5,60000000,76801374,186.0,1377.0,782610,30000,0,15000,745.0
The Truman Show,1998,Comedy,103.0,PG,High,8.1,60000000,65603360,213.0,877.0,667983,18000,608,2000,617.0
The Bourne Identity,2002,Action,119.0,PG-13,High,7.9,60000000,61468960,249.0,849.0,407601,0,218,13000,147.0
Almost Famous,2000,Adventure,152.0,R,High,7.9,60000000,-27477648,149.0,822.0,207287,15000,488,22000,11000.0
Coraline,2009,Animation,100.0,PG,High,7.7,60000000,15280058,310.0,279.0,143121,10000,253,309,229.0
Invictus,2009,Biography,134.0,PG-13,High,7.4,60000000,-22520222,306.0,259.0,124222,23000,16000,13000,11000.0
Marley & Me,2008,Comedy,115.0,PG,High,7.1,60000000,83151473,180.0,320.0,116681,11000,64,2000,899.0
State of Play,2009,Crime,127.0,PG-13,High,7.1,60000000,-23034605,252.0,235.0,113295,0,162,18000,748.0
The Italian Job,2003,Action,111.0,PG-13,High,7.0,60000000,46126012,155.0,497.0,285623,0,473,26000,9000.0
ParaNorman,2012,Adventure,92.0,PG,High,7.0,60000000,-4005443,328.0,176.0,72287,12000,28,10000,884.0
Jack Reacher,2012,Action,130.0,PG-13,High,7.0,60000000,20033643,387.0,448.0,226583,38000,188,10000,3000.0
The Last Castle,2001,Action,131.0,R,High,6.9,60000000,-41791922,110.0,281.0,57100,0,37,968,848.0
The Boxtrolls,2014,Adventure,96.0,PG,High,6.8,60000000,-9192361,219.0,122.0,40883,11000,7,874,668.0
Trouble with the Curve,2012,Drama,111.0,PG-13,High,6.8,60000000,-24245445,239.0,150.0,47954,11000,39,16000,897.0
The Family Man,2000,Comedy,125.0,PG-13,High,6.7,60000000,15764085,121.0,322.0,85844,0,420,12000,3000.0
Gangster Squad,2013,Action,113.0,R,High,6.7,60000000,-14003282,415.0,264.0,173530,40000,181,33000,301.0
The Legend of Bagger Vance,2000,Drama,126.0,PG-13,High,6.7,60000000,-29304773,125.0,267.0,45296,0,0,13000,10000.0
Sinbad: Legend of the Seven Seas,2003,Adventure,85.0,PG,High,6.7,60000000,-33711680,98.0,91.0,36144,880,0,11000,102.0
Contagion,2011,Drama,106.0,PG-13,Average,6.6,60000000,15638743,436.0,411.0,180479,42000,0,13000,240.0
Joy,2015,Biography,124.0,PG-13,Average,6.6,60000000,-3556518,315.0,256.0,75329,24000,737,34000,22000.0
The Horse Whisperer,1998,Drama,170.0,PG-13,Average,6.5,60000000,15370763,96.0,263.0,32353,0,0,19000,1000.0
A Civil Action,1998,Drama,115.0,PG-13,Average,6.5,60000000,-3297099,110.0,181.0,23302,1000,234,3000,552.0
Star Trek: Nemesis,2002,Action,116.0,PG-13,Average,6.4,60000000,-16880121,172.0,842.0,58450,0,53,27000,1000.0
The Jackal,1997,Action,124.0,R,Average,6.3,60000000,-5089440,83.0,227.0,88225,0,105,24000,13000.0
Paycheck,2003,Action,119.0,PG-13,Average,6.3,60000000,-6210687,196.0,347.0,89816,0,610,834,780.0
Intolerable Cruelty,2003,Comedy,100.0,PG-13,Average,6.3,60000000,-24903810,161.0,322.0,76560,0,0,436,399.0
Jack Ryan: Shadow Recruit,2014,Action,105.0,PG-13,Average,6.2,60000000,-9450893,313.0,289.0,99035,17000,0,539,394.0
Reign of Fire,2002,Action,101.0,PG-13,Average,6.2,60000000,-16939434,138.0,569.0,107859,0,38,23000,18000.0
Duplicity,2009,Comedy,125.0,PG-13,Average,6.2,60000000,-19440070,211.0,184.0,41727,0,209,8000,1000.0
Winter's Tale,2014,Drama,118.0,PG-13,Average,6.2,60000000,-59977549,189.0,126.0,41288,17000,167,20000,882.0
Two Weeks Notice,2002,Comedy,101.0,PG-13,Average,6.1,60000000,33307796,118.0,269.0,85673,0,30,1000,976.0
Starsky & Hutch,2004,Comedy,101.0,PG-13,Average,6.1,60000000,28200225,173.0,308.0,120795,0,480,881,869.0
Up Close & Personal,1996,Drama,124.0,PG-13,Average,6.1,60000000,-8954199,34.0,54.0,11370,829,50,1000,944.0
The Sentinel,2006,Action,107.0,PG-13,Average,6.1,60000000,-23720770,161.0,213.0,42144,690,69,310,219.0
Dragonfly,2002,Drama,104.0,PG-13,Average,6.1,60000000,-29936195,117.0,243.0,31788,0,293,780,265.0
Mercury Rising,1998,Action,111.0,R,Average,6.1,60000000,-27059493,79.0,127.0,54314,0,17,13000,968.0
Righteous Kill,2008,Action,101.0,R,Average,6.0,60000000,-19923562,198.0,248.0,73368,0,50,22000,14000.0
The Mortal Instruments: City of Bones,2013,Fantasy,130.0,PG-13,Average,6.0,60000000,-28834579,212.0,457.0,107028,44000,91,5000,2000.0
Days of Thunder,1990,Action,107.0,PG-13,Average,5.9,60000000,22670733,60.0,97.0,60476,0,12000,10000,3000.0
Analyze That,2002,Comedy,96.0,R,Average,5.9,60000000,-27877751,105.0,138.0,69319,846,11000,22000,394.0
Deep Blue Sea,1999,Action,105.0,R,Average,5.8,60000000,13648142,199.0,643.0,99043,0,212,1000,975.0
Eat Pray Love,2010,Drama,140.0,PG-13,Average,5.7,60000000,20574010,213.0,302.0,63493,26000,708,11000,8000.0
Priest,2011,Action,87.0,PG-13,Average,5.7,60000000,-30863374,225.0,233.0,97089,20000,124,865,441.0
Daddy Day Care,2003,Comedy,92.0,PG,Average,5.5,60000000,44148781,81.0,116.0,49486,886,41,1000,955.0
Couples Retreat,2009,Comedy,113.0,PG-13,Average,5.5,60000000,49176215,166.0,144.0,83506,0,0,4000,722.0
The Scorpion King,2002,Action,100.0,PG-13,Average,5.5,60000000,30341670,167.0,432.0,102129,0,55,12000,1000.0
Cheaper by the Dozen 2,2005,Adventure,94.0,PG,Average,5.4,60000000,22569532,77.0,128.0,42737,781,163,12000,3000.0
Blue Ruin,2013,Crime,90.0,R,High,7.1,1066167,-808054,279.0,135.0,42678,0,57,1000,235.0
Quincea±era,2006,Drama,90.0,R,High,7.1,400000,1289999,69.0,48.0,3675,426,25,231,200.0
Jingle All the Way,1996,Comedy,94.0,PG,Average,5.4,60000000,573641,81.0,162.0,68406,0,32,854,628.0
Under Siege 2: Dark Territory,1995,Action,92.0,R,Average,5.4,60000000,-9975917,47.0,126.0,35918,1000,14,789,520.0
The Tuxedo,2002,Action,98.0,PG-13,Average,5.3,60000000,-9810821,81.0,207.0,61966,797,11,966,680.0
Cats & Dogs,2001,Action,87.0,PG,Average,5.2,60000000,33375151,105.0,235.0,46031,0,6,3000,664.0
Year One,2009,Adventure,100.0,PG-13,Average,4.9,60000000,-16662721,170.0,203.0,76770,0,11000,10000,1000.0
Meet Dave,2008,Adventure,90.0,PG,Average,4.9,60000000,-48197944,127.0,109.0,31640,791,48,973,400.0
Holy Man,1998,Comedy,114.0,PG,Average,4.9,60000000,-47934015,56.0,88.0,16260,296,65,743,730.0
The Spirit,2008,Action,103.0,PG-13,Average,4.8,60000000,-40218121,223.0,290.0,53864,2000,436,19000,961.0
Kangaroo Jack,2003,Action,89.0,PG,Average,4.4,60000000,6734992,73.0,181.0,23476,858,18,658,257.0
Deadpool,2016,Action,108.0,R,High,8.1,58000000,305024263,579.0,1058.0,479047,117000,84,16000,805.0
Just Like Heaven,2005,Comedy,95.0,PG-13,High,6.7,58000000,-9708376,142.0,263.0,82819,0,70,970,834.0
Goosebumps,2015,Adventure,103.0,PG,Average,6.4,58000000,22021740,218.0,154.0,47968,35000,11,2000,1000.0
The Internship,2013,Comedy,125.0,PG-13,Average,6.3,58000000,-13334037,246.0,281.0,159931,22000,189,1000,847.0
Leatherheads,2008,Comedy,114.0,PG-13,Average,6.0,58000000,-26800785,186.0,120.0,27664,472,0,142,117.0
Red Tails,2012,Action,125.0,PG-13,Average,5.9,58000000,-8124411,144.0,273.0,28807,0,143,1000,664.0
Did You Hear About the Morgans?,2009,Comedy,103.0,PG-13,Average,4.7,58000000,-28419913,133.0,121.0,29523,0,30,963,935.0
DragonHeart,1996,Action,103.0,PG-13,Average,6.4,57000000,-5682650,60.0,139.0,78343,0,357,2000,663.0
Ghost Rider: Spirit of Vengeance,2011,Action,96.0,PG-13,Average,4.3,57000000,-5225998,287.0,331.0,87745,18000,83,12000,1000.0
Walking Tall,2004,Action,86.0,PG-13,Average,6.2,56000000,-10139961,117.0,221.0,53118,0,10,12000,795.0
Forrest Gump,1994,Comedy,142.0,PG-13,High,8.8,55000000,274691196,149.0,1398.0,1251222,59000,0,15000,294.0
The Pursuit of Happyness,2006,Biography,117.0,PG-13,High,8.0,55000000,107586036,201.0,611.0,338383,32000,125,10000,617.0
Captain Phillips,2013,Biography,134.0,PG-13,High,7.9,55000000,52100855,491.0,527.0,323353,65000,521,15000,535.0
Changeling,2008,Crime,141.0,R,High,7.8,55000000,-19292673,264.0,387.0,199056,14000,16000,11000,963.0
Superman,1978,Action,188.0,PG,High,7.3,55000000,79218018,169.0,497.0,126357,0,503,10000,593.0
d_j_ vu,1997,Drama,117.0,PG-13,High,7.0,80000000,-79178003,19.0,40.0,666,91,69,898,577.0
The Equalizer,2014,Action,132.0,R,High,7.2,55000000,46530738,292.0,436.0,229574,56000,845,18000,17000.0
Meet the Parents,2000,Comedy,108.0,PG-13,High,7.0,55000000,111225040,150.0,507.0,260442,0,116,22000,713.0
The X Files,1998,Drama,121.0,PG-13,High,7.0,66000000,17892374,142.0,297.0,85720,0,38,940,826.0
The Ghost and the Darkness,1996,Adventure,110.0,R,High,6.8,55000000,-16446167,62.0,155.0,46239,0,81,1000,416.0
Pocahontas,1995,Adventure,84.0,G,Average,6.6,55000000,86600000,92.0,216.0,119675,0,12,23000,2000.0
Shanghai Noon,2000,Action,110.0,PG-13,Average,6.6,55000000,1932305,146.0,293.0,96690,0,9,485,110.0
The Forbidden Kingdom,2008,Action,104.0,PG-13,Average,6.6,55000000,-29959707,206.0,279.0,88049,0,50,5000,962.0
Instinct,1999,Drama,126.0,R,Average,6.5,55000000,-20901437,100.0,232.0,27191,0,226,12000,509.0
Bowfinger,1999,Comedy,85.0,PG-13,Average,6.4,55000000,11365290,140.0,358.0,56874,0,0,21000,860.0
Death Becomes Her,1992,Comedy,104.0,PG-13,Average,6.4,55000000,3422650,49.0,173.0,78974,8000,0,13000,11000.0
Executive Decision,1996,Action,133.0,R,Average,6.4,55000000,13750000,60.0,144.0,40858,0,53,1000,780.0
Burlesque,2010,Drama,119.0,PG-13,Average,6.4,55000000,-15559345,197.0,222.0,61680,19000,59,2000,828.0
American Wedding,2003,Comedy,74.0,R,Average,6.3,55000000,49354205,153.0,332.0,162331,0,58,3000,864.0
Date Night,2010,Comedy,101.0,PG-13,Average,6.3,55000000,43711404,247.0,207.0,127571,0,189,15000,11000.0
Tango & Cash,1989,Action,97.0,R,Average,6.3,55000000,8408614,45.0,149.0,75365,0,96,13000,549.0
Evita,1996,Biography,135.0,PG,Average,6.3,55000000,-5005196,76.0,194.0,29205,0,317,57,40.0
Flightplan,2005,Drama,98.0,PG-13,Average,6.2,55000000,34706988,231.0,600.0,126746,0,124,931,507.0
Disclosure,1994,Drama,128.0,R,Average,6.0,55000000,28000000,55.0,95.0,36587,0,272,2000,812.0
The Hunted,2003,Action,94.0,R,Average,6.0,55000000,-20761389,135.0,321.0,35830,0,607,933,518.0
The SpongeBob SquarePants Movie,2004,Adventure,87.0,PG,High,7.0,30000000,55416609,89.0,186.0,58906,0,47,19000,542.0
Free Birds,2013,Adventure,91.0,PG,Average,5.9,55000000,747724,118.0,73.0,18042,0,39,1000,591.0
Lucky You,2007,Drama,124.0,PG-13,Average,5.9,55000000,-49244714,106.0,63.0,18310,672,161,21000,3000.0
Stuck on You,2003,Comedy,118.0,PG-13,Average,5.8,55000000,-21171682,123.0,154.0,44453,0,101,13000,390.0
Semi-Pro,2008,Comedy,99.0,R,Average,5.8,55000000,-21527150,164.0,119.0,67005,0,3,8000,509.0
The Fan,1996,Action,116.0,R,Average,5.8,55000000,-36426209,50.0,89.0,38533,0,12000,22000,617.0
Bullet to the Head,2012,Action,92.0,R,Average,5.7,55000000,-45516179,279.0,131.0,39247,10000,394,13000,11000.0
Pineapple Express,2008,Action,117.0,R,High,7.0,27000000,60341380,232.0,374.0,255257,0,234,11000,989.0
Imagine That,2009,Comedy,107.0,PG,Average,5.6,55000000,-38911390,93.0,39.0,10417,610,11,939,605.0
George of the Jungle,1997,Action,92.0,PG,Average,5.4,55000000,50263257,53.0,103.0,56168,5000,39,3000,562.0
Maid in Manhattan,2002,Comedy,105.0,PG-13,Average,5.1,55000000,38815117,114.0,242.0,68417,0,61,5000,827.0
The Godfather: Part III,1990,Crime,170.0,R,High,7.6,54000000,12676062,110.0,545.0,267980,0,0,14000,1000.0
Superman II,1980,Action,116.0,PG,High,6.8,54000000,54200000,121.0,269.0,76331,0,44,593,467.0
"You, Me and Dupree",2006,Comedy,110.0,PG-13,Average,5.6,54000000,21604320,136.0,195.0,68417,0,94,277,245.0
Gigli,2003,Comedy,121.0,R,Low,2.4,54000000,-48339916,131.0,418.0,41620,2000,102,117,62.0
Grindhouse,2007,Action,189.0,R,High,7.6,53000000,-27968963,250.0,532.0,155496,0,0,16000,3000.0
